2yillik_Bolumler_aciklamali
Sehir;Id;bolum_adi;Tur;Universite;Fakülte;Ogrenim_sekli;Ozellik;2025_Taban_Puan;2025_Taban_Sıralama;2025_Kontenjan;2025_Dolu_Kontenjan;2025_Bos_Kontenjan;2025_Kontenjan_Orani;2025_Sıralama_Degisim_Orani;2025_Ucret;2024_TabanPuani;2024_TabanSıralama;2024_Kontenjan;2024_Dolu_Kontenjan;2024_Bos_Kontenjan;2024_Kontenjan_Orani;2024_Ucret;Aciklama
Lefke;300350816;AĞIZ VE DİŞ SAĞLIĞI;Kıbrıs;Lefke Avrupa Ü.;Sağlık Hizmetleri Meslek Y.O.;%50 İnd.;"n
-";249,6738;1.547.000;35;35;0;%100,0;-208.223;₺183.000,00;244,1619;1.755.223;35;35;-;%100,0;₺110.000,00;Ağız ve Diş Sağlığı programında, ağız ve diş sağlığına dair teorik ve pratik bilgi edinir, diş hekimleriyle birlikte çalışarak hastaların bakımında yer alırsınız. Mezunlar diş klinikleri, kamu sağlık kuruluşları ve özel muayenehanelerde çalışabilirler.  Detaylı işleyiş, bilimsel çalışma ve insanlara yardım etme hobilerine sahip kişiler için idealdir.
İstanbul;201290341;AĞIZ VE DİŞ SAĞLIĞI;Vakıf;Doğuş Ü.;Meslek Y.O.;%50 İnd.;-;247,0616;1.585.000;59;59;0;%100,0;-248.710;₺281.600,00;239,7634;1.833.710;59;59;-;%100,0;₺176.000,00;Ağız ve Diş Sağlığı programında, ağız ve diş sağlığına dair teorik ve pratik bilgi edinir, diş hekimleriyle birlikte çalışarak hastaların bakımında yer alırsınız. Mezunlar diş klinikleri, kamu sağlık kuruluşları ve özel muayenehanelerde çalışabilirler.  Detaylı işleyiş, bilimsel çalışma ve insanlara yardım etme hobilerine sahip kişiler için idealdir.
Gazimağusa;300150739;AĞIZ VE DİŞ SAĞLIĞI;Kıbrıs;Doğu Akdeniz Ü.;Sağlık Hizmetleri Y.O.;"u
%50 İnd.";-;235,7504;1.751.000;9;9;0;%100,0;-229.349;₺239.096,00;231,7070;1.980.349;9;9;-;%100,0;₺154.230,00;Ağız ve Diş Sağlığı programında, ağız ve diş sağlığına dair teorik ve pratik bilgi edinir, diş hekimleriyle birlikte çalışarak hastaların bakımında yer alırsınız. Mezunlar diş klinikleri, kamu sağlık kuruluşları ve özel muayenehanelerde çalışabilirler.  Detaylı işleyiş, bilimsel çalışma ve insanlara yardım etme hobilerine sahip kişiler için idealdir.
Mersin;205590087;AĞIZ VE DİŞ SAĞLIĞI;Vakıf;Toros Ü.;Sağlık Hizmetleri Meslek Y.O.;Ücretli;-;235,4018;1.756.000;63;63;0;%100,0;-164.679;₺274.250,00;234,9472;1.920.679;63;63;-;%100,0;₺188.100,00;Ağız ve Diş Sağlığı programında, ağız ve diş sağlığına dair teorik ve pratik bilgi edinir, diş hekimleriyle birlikte çalışarak hastaların bakımında yer alırsınız. Mezunlar diş klinikleri, kamu sağlık kuruluşları ve özel muayenehanelerde çalışabilirler.  Detaylı işleyiş, bilimsel çalışma ve insanlara yardım etme hobilerine sahip kişiler için idealdir.
İstanbul;203150025;AĞIZ VE DİŞ SAĞLIĞI;Vakıf;İstanbul Medipol Ü.;".
Sağlık Hizmetleri Meslek Y.O.";%50 İnd.;-;234,9029;1.764.000;68;68;0;%100,0;-;₺290.000,00;-;Yeni;-;-;-;-;-;Ağız ve Diş Sağlığı programında, ağız ve diş sağlığına dair teorik ve pratik bilgi edinir, diş hekimleriyle birlikte çalışarak hastaların bakımında yer alırsınız. Mezunlar diş klinikleri, kamu sağlık kuruluşları ve özel muayenehanelerde çalışabilirler.  Detaylı işleyiş, bilimsel çalışma ve insanlara yardım etme hobilerine sahip kişiler için idealdir.
Kayseri;204610485;AĞIZ VE DİŞ SAĞLIĞI;Vakıf;Nuh Naci Yazgan Ü.;Meslek Y.O.;Ücretli;-;234,1607;1.774.000;12;12;0;%100,0;453.287;₺345.950,00;269,8671;1.320.713;12;12;-;%100,0;₺203.500,00;Ağız ve Diş Sağlığı programında, ağız ve diş sağlığına dair teorik ve pratik bilgi edinir, diş hekimleriyle birlikte çalışarak hastaların bakımında yer alırsınız. Mezunlar diş klinikleri, kamu sağlık kuruluşları ve özel muayenehanelerde çalışabilirler.  Detaylı işleyiş, bilimsel çalışma ve insanlara yardım etme hobilerine sahip kişiler için idealdir.
İstanbul;208450131;AĞIZ VE DİŞ SAĞLIĞI;Vakıf;İstinye Ü.;"w
Sağlık Hizmetleri Meslek Y.O.";%50 İnd.;-;230,7545;1.824.000;68;68;0;%100,0;-335.866;₺262.500,00;222,0018;2.159.866;67;67;-;%100,0;₺175.000,00;Ağız ve Diş Sağlığı programında, ağız ve diş sağlığına dair teorik ve pratik bilgi edinir, diş hekimleriyle birlikte çalışarak hastaların bakımında yer alırsınız. Mezunlar diş klinikleri, kamu sağlık kuruluşları ve özel muayenehanelerde çalışabilirler.  Detaylı işleyiş, bilimsel çalışma ve insanlara yardım etme hobilerine sahip kişiler için idealdir.
İstanbul;208750191;AĞIZ VE DİŞ SAĞLIĞI;Vakıf;İstanbul Kent Ü.;Sağlık Hizmetleri Meslek Y.O.;%50 İnd.;-;230,2575;1.831.000;68;68;0;%100,0;146.587;₺230.000,00;248,1753;1.684.413;66;66;-;%100,0;₺125.000,00;Ağız ve Diş Sağlığı programında, ağız ve diş sağlığına dair teorik ve pratik bilgi edinir, diş hekimleriyle birlikte çalışarak hastaların bakımında yer alırsınız. Mezunlar diş klinikleri, kamu sağlık kuruluşları ve özel muayenehanelerde çalışabilirler.  Detaylı işleyiş, bilimsel çalışma ve insanlara yardım etme hobilerine sahip kişiler için idealdir.
İstanbul;209310014;AĞIZ VE DİŞ SAĞLIĞI;Vakıf;İstanbul Atlas Ü.;Meslek Y.O.;%50 İnd.;-;225,3604;1.900.000;42;42;0;%100,0;223.422;₺272.500,00;248,6243;1.676.578;42;42;-;%100,0;₺160.000,00;Ağız ve Diş Sağlığı programında, ağız ve diş sağlığına dair teorik ve pratik bilgi edinir, diş hekimleriyle birlikte çalışarak hastaların bakımında yer alırsınız. Mezunlar diş klinikleri, kamu sağlık kuruluşları ve özel muayenehanelerde çalışabilirler.  Detaylı işleyiş, bilimsel çalışma ve insanlara yardım etme hobilerine sahip kişiler için idealdir.
Nevşehir;203851809;AĞIZ VE DİŞ SAĞLIĞI;Vakıf;Kapadokya Ü.;Kapadokya Meslek Y.O.;%25 İnd.;-;223,8049;1.921.000;68;68;0;%100,0;166.670;₺280.500,00;244,2122;1.754.330;68;68;-;%100,0;₺181.500,00;Ağız ve Diş Sağlığı programında, ağız ve diş sağlığına dair teorik ve pratik bilgi edinir, diş hekimleriyle birlikte çalışarak hastaların bakımında yer alırsınız. Mezunlar diş klinikleri, kamu sağlık kuruluşları ve özel muayenehanelerde çalışabilirler.  Detaylı işleyiş, bilimsel çalışma ve insanlara yardım etme hobilerine sahip kişiler için idealdir.
İstanbul;206851388;AĞIZ VE DİŞ SAĞLIĞI;Vakıf;İstanbul Şişli Meslek Y.O.;"w
İstanbul Şişli Meslek Y.O.";Ücretli;-;223,1581;1.930.000;1;1;0;%100,0;-121.678;₺350.000,00;227,8448;2.051.678;1;1;-;%100,0;₺252.000,00;Ağız ve Diş Sağlığı programında, ağız ve diş sağlığına dair teorik ve pratik bilgi edinir, diş hekimleriyle birlikte çalışarak hastaların bakımında yer alırsınız. Mezunlar diş klinikleri, kamu sağlık kuruluşları ve özel muayenehanelerde çalışabilirler.  Detaylı işleyiş, bilimsel çalışma ve insanlara yardım etme hobilerine sahip kişiler için idealdir.
İzmir;208910065;AĞIZ VE DİŞ SAĞLIĞI;Vakıf;İzmir Kavram Meslek Y.O.;İzmir Kavram Meslek Y.O.;%50 İnd.;-;221,8850;1.947.000;59;59;0;%100,0;-;₺321.044,00;-;Yeni;-;-;-;-;-;Ağız ve Diş Sağlığı programında, ağız ve diş sağlığına dair teorik ve pratik bilgi edinir, diş hekimleriyle birlikte çalışarak hastaların bakımında yer alırsınız. Mezunlar diş klinikleri, kamu sağlık kuruluşları ve özel muayenehanelerde çalışabilirler.  Detaylı işleyiş, bilimsel çalışma ve insanlara yardım etme hobilerine sahip kişiler için idealdir.
İstanbul;209810017;AĞIZ VE DİŞ SAĞLIĞI;Vakıf;İstanbul Galata Ü.;Meslek Y.O.;%50 İnd.;-;221,7763;1.949.000;41;41;0;%100,0;-340.428;₺243.750,00;214,9225;2.289.428;30;30;-;%100,0;₺195.000,00;Ağız ve Diş Sağlığı programında, ağız ve diş sağlığına dair teorik ve pratik bilgi edinir, diş hekimleriyle birlikte çalışarak hastaların bakımında yer alırsınız. Mezunlar diş klinikleri, kamu sağlık kuruluşları ve özel muayenehanelerde çalışabilirler.  Detaylı işleyiş, bilimsel çalışma ve insanlara yardım etme hobilerine sahip kişiler için idealdir.
İstanbul;207590268;AĞIZ VE DİŞ SAĞLIĞI;Vakıf;"w
İstanbul Esenyurt Ü.";Sağlık Hizmetleri Meslek Y.O.;%50 İnd.;-;221,5347;1.952.000;44;44;0;%100,0;143.032;₺200.000,00;241,1415;1.808.968;37;37;-;%100,0;₺115.000,00;Ağız ve Diş Sağlığı programında, ağız ve diş sağlığına dair teorik ve pratik bilgi edinir, diş hekimleriyle birlikte çalışarak hastaların bakımında yer alırsınız. Mezunlar diş klinikleri, kamu sağlık kuruluşları ve özel muayenehanelerde çalışabilirler.  Detaylı işleyiş, bilimsel çalışma ve insanlara yardım etme hobilerine sahip kişiler için idealdir.
Lefkoşa;300550435;AĞIZ VE DİŞ SAĞLIĞI;Kıbrıs;Yakın Doğu Ü.;Sağlık Hizmetleri Meslek Y.O.;%50 İnd.;-;218,9926;1.987.000;29;29;0;%100,0;-198.061;₺236.820,00;220,6337;2.185.061;27;27;-;%100,0;₺172.875,00;Ağız ve Diş Sağlığı programında, ağız ve diş sağlığına dair teorik ve pratik bilgi edinir, diş hekimleriyle birlikte çalışarak hastaların bakımında yer alırsınız. Mezunlar diş klinikleri, kamu sağlık kuruluşları ve özel muayenehanelerde çalışabilirler.  Detaylı işleyiş, bilimsel çalışma ve insanlara yardım etme hobilerine sahip kişiler için idealdir.
İstanbul;202390598;AĞIZ VE DİŞ SAĞLIĞI;Vakıf;İstanbul Arel Ü.;Meslek Y.O.;%25 İnd.;-;218,6874;1.991.000;56;56;0;%100,0;-405.379;₺249.000,00;208,8824;2.396.379;49;49;-;%100,0;₺202.564,00;Ağız ve Diş Sağlığı programında, ağız ve diş sağlığına dair teorik ve pratik bilgi edinir, diş hekimleriyle birlikte çalışarak hastaların bakımında yer alırsınız. Mezunlar diş klinikleri, kamu sağlık kuruluşları ve özel muayenehanelerde çalışabilirler.  Detaylı işleyiş, bilimsel çalışma ve insanlara yardım etme hobilerine sahip kişiler için idealdir.
Trabzon;200351621;AĞIZ VE DİŞ SAĞLIĞI;Vakıf;Avrasya Ü.;Sağlık Hizmetleri Meslek Y.O.;Ücretli;-;215,6052;2.031.000;25;25;0;%100,0;-;₺198.000,00;-;Yeni;-;-;-;-;-;Ağız ve Diş Sağlığı programında, ağız ve diş sağlığına dair teorik ve pratik bilgi edinir, diş hekimleriyle birlikte çalışarak hastaların bakımında yer alırsınız. Mezunlar diş klinikleri, kamu sağlık kuruluşları ve özel muayenehanelerde çalışabilirler.  Detaylı işleyiş, bilimsel çalışma ve insanlara yardım etme hobilerine sahip kişiler için idealdir.
İstanbul;210300122;AĞIZ VE DİŞ SAĞLIĞI;Vakıf;İstanbul Beykent Ü.;Meslek Y.O.;%50 İnd.;-;213,8514;2.053.000;67;67;0;%100,0;-7.568;₺333.334,00;227,3619;2.060.568;67;67;-;%100,0;₺196.000,00;Ağız ve Diş Sağlığı programında, ağız ve diş sağlığına dair teorik ve pratik bilgi edinir, diş hekimleriyle birlikte çalışarak hastaların bakımında yer alırsınız. Mezunlar diş klinikleri, kamu sağlık kuruluşları ve özel muayenehanelerde çalışabilirler.  Detaylı işleyiş, bilimsel çalışma ve insanlara yardım etme hobilerine sahip kişiler için idealdir.
İstanbul;209810015;AĞIZ VE DİŞ SAĞLIĞI;Vakıf;İstanbul Galata Ü.;Meslek Y.O.;Ücretli;-;213,7986;2.053.000;1;1;0;%100,0;-436.958;₺487.500,00;203,2298;2.489.958;12;12;-;%100,0;₺390.000,00;Ağız ve Diş Sağlığı programında, ağız ve diş sağlığına dair teorik ve pratik bilgi edinir, diş hekimleriyle birlikte çalışarak hastaların bakımında yer alırsınız. Mezunlar diş klinikleri, kamu sağlık kuruluşları ve özel muayenehanelerde çalışabilirler.  Detaylı işleyiş, bilimsel çalışma ve insanlara yardım etme hobilerine sahip kişiler için idealdir.
İstanbul;202551297;AĞIZ VE DİŞ SAĞLIĞI;Vakıf;İstanbul Bilgi Ü.;Sağlık Hizmetleri Meslek Y.O.;%50 İnd.;-;212,8848;2.065.000;64;64;0;%100,0;-73.640;₺235.000,00;223,1461;2.138.640;63;63;-;%100,0;₺145.000,00;Ağız ve Diş Sağlığı programında, ağız ve diş sağlığına dair teorik ve pratik bilgi edinir, diş hekimleriyle birlikte çalışarak hastaların bakımında yer alırsınız. Mezunlar diş klinikleri, kamu sağlık kuruluşları ve özel muayenehanelerde çalışabilirler.  Detaylı işleyiş, bilimsel çalışma ve insanlara yardım etme hobilerine sahip kişiler için idealdir.
İstanbul;208150213;AĞIZ VE DİŞ SAĞLIĞI;Vakıf;İstanbul Rumeli Ü.;Sağlık Hizmetleri Meslek Y.O.;%50 İnd.;-;212,3017;2.072.000;64;64;0;%100,0;74.058;₺233.939,00;230,7547;1.997.942;64;64;-;%100,0;₺132.169,00;Ağız ve Diş Sağlığı programında, ağız ve diş sağlığına dair teorik ve pratik bilgi edinir, diş hekimleriyle birlikte çalışarak hastaların bakımında yer alırsınız. Mezunlar diş klinikleri, kamu sağlık kuruluşları ve özel muayenehanelerde çalışabilirler.  Detaylı işleyiş, bilimsel çalışma ve insanlara yardım etme hobilerine sahip kişiler için idealdir.
Gazimağusa;300150712;AĞIZ VE DİŞ SAĞLIĞI;Kıbrıs;Doğu Akdeniz Ü.;Sağlık Hizmetleri Y.O.;Ücretli;-;210,7142;2.090.000;21;21;0;%100,0;-54.551;₺478.191,00;222,8306;2.144.551;21;21;-;%100,0;₺287.060,00;Ağız ve Diş Sağlığı programında, ağız ve diş sağlığına dair teorik ve pratik bilgi edinir, diş hekimleriyle birlikte çalışarak hastaların bakımında yer alırsınız. Mezunlar diş klinikleri, kamu sağlık kuruluşları ve özel muayenehanelerde çalışabilirler.  Detaylı işleyiş, bilimsel çalışma ve insanlara yardım etme hobilerine sahip kişiler için idealdir.
Güzelyurt;301290076;AĞIZ VE DİŞ SAĞLIĞI;Kıbrıs;Kıbrıs Sağlık ve Toplum Bilimleri Ü.;Sağlık Hizmetleri Meslek Y.O.;%50 İnd.;-;204,5031;2.160.000;34;34;0;%100,0;-162.366;₺94.500,00;213,0866;2.322.366;34;34;-;%100,0;₺47.500,00;Ağız ve Diş Sağlığı programında, ağız ve diş sağlığına dair teorik ve pratik bilgi edinir, diş hekimleriyle birlikte çalışarak hastaların bakımında yer alırsınız. Mezunlar diş klinikleri, kamu sağlık kuruluşları ve özel muayenehanelerde çalışabilirler.  Detaylı işleyiş, bilimsel çalışma ve insanlara yardım etme hobilerine sahip kişiler için idealdir.
İstanbul;202390229;AĞIZ VE DİŞ SAĞLIĞI;Vakıf;İstanbul Arel Ü.;Meslek Y.O.;Ücretli;-;204,1368;2.164.000;8;8;0;%100,0;-105.470;₺332.000,00;216,0134;2.269.470;6;6;-;%100,0;₺270.085,00;Ağız ve Diş Sağlığı programında, ağız ve diş sağlığına dair teorik ve pratik bilgi edinir, diş hekimleriyle birlikte çalışarak hastaların bakımında yer alırsınız. Mezunlar diş klinikleri, kamu sağlık kuruluşları ve özel muayenehanelerde çalışabilirler.  Detaylı işleyiş, bilimsel çalışma ve insanlara yardım etme hobilerine sahip kişiler için idealdir.
İstanbul;210401557;AĞIZ VE DİŞ SAĞLIĞI;Vakıf;İstanbul Nişantaşı Ü.;Sağlık Hizmetleri Meslek Y.O.;Ücretli;-;202,3120;2.182.000;1;1;0;%100,0;828.627;₺827.640,00;267,8512;1.353.373;1;1;-;%100,0;₺302.500,00;Ağız ve Diş Sağlığı programında, ağız ve diş sağlığına dair teorik ve pratik bilgi edinir, diş hekimleriyle birlikte çalışarak hastaların bakımında yer alırsınız. Mezunlar diş klinikleri, kamu sağlık kuruluşları ve özel muayenehanelerde çalışabilirler.  Detaylı işleyiş, bilimsel çalışma ve insanlara yardım etme hobilerine sahip kişiler için idealdir.
İstanbul;200950659;AĞIZ VE DİŞ SAĞLIĞI;Vakıf;Bezm-İ Alem Vakıf Ü.;Sağlık Hizmetleri Meslek Y.O.;Ücretli;-;199,2762;2.209.000;10;10;0;%100,0;171.806;₺366.300,00;228,6319;2.037.194;10;10;-;%100,0;₺198.000,00;Ağız ve Diş Sağlığı programında, ağız ve diş sağlığına dair teorik ve pratik bilgi edinir, diş hekimleriyle birlikte çalışarak hastaların bakımında yer alırsınız. Mezunlar diş klinikleri, kamu sağlık kuruluşları ve özel muayenehanelerde çalışabilirler.  Detaylı işleyiş, bilimsel çalışma ve insanlara yardım etme hobilerine sahip kişiler için idealdir.
Girne;300750081;AĞIZ VE DİŞ SAĞLIĞI;Kıbrıs;Girne Ü.;Sağlık Hizmetleri Meslek Y.O.;%50 İnd.;-;195,9485;2.235.000;25;25;0;%100,0;-130.309;₺236.820,00;210,6756;2.365.309;25;25;-;%100,0;₺180.481,00;Ağız ve Diş Sağlığı programında, ağız ve diş sağlığına dair teorik ve pratik bilgi edinir, diş hekimleriyle birlikte çalışarak hastaların bakımında yer alırsınız. Mezunlar diş klinikleri, kamu sağlık kuruluşları ve özel muayenehanelerde çalışabilirler.  Detaylı işleyiş, bilimsel çalışma ve insanlara yardım etme hobilerine sahip kişiler için idealdir.
Kocaeli;209710068;AĞIZ VE DİŞ SAĞLIĞI;Vakıf;Kocaeli Sağlık ve Teknoloji Ü.;Avrupa Meslek Y.O.;%25 İnd.;-;194,6467;2.244.000;68;68;0;%100,0;-211.999;₺356.400,00;205,3419;2.455.999;59;59;-;%100,0;₺222.750,00;Ağız ve Diş Sağlığı programında, ağız ve diş sağlığına dair teorik ve pratik bilgi edinir, diş hekimleriyle birlikte çalışarak hastaların bakımında yer alırsınız. Mezunlar diş klinikleri, kamu sağlık kuruluşları ve özel muayenehanelerde çalışabilirler.  Detaylı işleyiş, bilimsel çalışma ve insanlara yardım etme hobilerine sahip kişiler için idealdir.
İstanbul;202790564;AĞIZ VE DİŞ SAĞLIĞI;Vakıf;İstanbul Gelişim Ü.;Sağlık Hizmetleri Meslek Y.O.;%50 İnd.;-;180,5903;2.295.000;59;59;0;%100,0;7.573;₺335.858,00;215,0348;2.287.427;42;42;-;%100,0;₺165.000,00;Ağız ve Diş Sağlığı programında, ağız ve diş sağlığına dair teorik ve pratik bilgi edinir, diş hekimleriyle birlikte çalışarak hastaların bakımında yer alırsınız. Mezunlar diş klinikleri, kamu sağlık kuruluşları ve özel muayenehanelerde çalışabilirler.  Detaylı işleyiş, bilimsel çalışma ve insanlara yardım etme hobilerine sahip kişiler için idealdir.
İstanbul;203151183;AĞIZ VE DİŞ SAĞLIĞI;Vakıf;İstanbul Medipol Ü.;Meslek Y.O.;%50 İnd.;-;-;Dolmadı;68;62;6;%91,2;-;₺290.000,00;-;Yeni;-;-;-;-;-;Ağız ve Diş Sağlığı programında, ağız ve diş sağlığına dair teorik ve pratik bilgi edinir, diş hekimleriyle birlikte çalışarak hastaların bakımında yer alırsınız. Mezunlar diş klinikleri, kamu sağlık kuruluşları ve özel muayenehanelerde çalışabilirler.  Detaylı işleyiş, bilimsel çalışma ve insanlara yardım etme hobilerine sahip kişiler için idealdir.
İstanbul;202950841;AĞIZ VE DİŞ SAĞLIĞI;Vakıf;Altınbaş Ü.;Sağlık Hizmetleri Meslek Y.O.;%50 İnd.;-;-;Dolmadı;59;43;16;%72,9;-;₺295.000,00;246,3256;1.717.079;59;59;-;%100,0;₺132.000,00;Ağız ve Diş Sağlığı programında, ağız ve diş sağlığına dair teorik ve pratik bilgi edinir, diş hekimleriyle birlikte çalışarak hastaların bakımında yer alırsınız. Mezunlar diş klinikleri, kamu sağlık kuruluşları ve özel muayenehanelerde çalışabilirler.  Detaylı işleyiş, bilimsel çalışma ve insanlara yardım etme hobilerine sahip kişiler için idealdir.
İstanbul;210401564;AĞIZ VE DİŞ SAĞLIĞI;Vakıf;İstanbul Nişantaşı Ü.;Sağlık Hizmetleri Meslek Y.O.;%50 İnd.;-;-;Dolmadı;67;43;24;%64,2;-;₺413.820,00;253,2610;1.596.403;67;67;-;%100,0;₺151.250,00;Ağız ve Diş Sağlığı programında, ağız ve diş sağlığına dair teorik ve pratik bilgi edinir, diş hekimleriyle birlikte çalışarak hastaların bakımında yer alırsınız. Mezunlar diş klinikleri, kamu sağlık kuruluşları ve özel muayenehanelerde çalışabilirler.  Detaylı işleyiş, bilimsel çalışma ve insanlara yardım etme hobilerine sahip kişiler için idealdir.
İstanbul;202454971;AĞIZ VE DİŞ SAĞLIĞI;Vakıf;İstanbul Aydın Ü.;Sağlık Hizmetleri Meslek Y.O.;%25 İnd.;-;-;Dolmadı;68;42;26;%61,8;-;₺345.000,00;250,7652;1.639.345;68;68;-;%100,0;₺172.500,00;Ağız ve Diş Sağlığı programında, ağız ve diş sağlığına dair teorik ve pratik bilgi edinir, diş hekimleriyle birlikte çalışarak hastaların bakımında yer alırsınız. Mezunlar diş klinikleri, kamu sağlık kuruluşları ve özel muayenehanelerde çalışabilirler.  Detaylı işleyiş, bilimsel çalışma ve insanlara yardım etme hobilerine sahip kişiler için idealdir.
